index,data_ocorrencia,modelo,registro,operador,local_acidente,numero_de_vitimas,ano,mes,mes_nome
154, 22-MAY-2018,CESSNA 208B GRAND CARAVAN,PT-FLW,AMAZONAVES TÁXI AÉREO,"NEAR MANAUS-AEROCLUBE DE FLORES AIRPORT, AM",0,2018,5,MAIO
155,20-MAY-2018,CESSNA 560XL CITATION XLS,PR-AAA,ALOK & AUDIOMIX PROD. ARTISTICAS LTDA,"JUIZ DE FORA-FRANCISCO DE ASSIS AIRPORT, MG (JDF/SBJF)",0,2018,5,MAIO
156,16-MAY-2018,CESSNA 150L,PR-WLL,MODEVAL S.A. EMPREENDIMENTOS E PARTICIPAÇÕES,"SALTO DE PIRAPORA, SÃO PAULO",0,2018,5,MAIO
157,16-MAY-2018,CESSNA 210N CENTURION II,PR-RCJ,PRIVATE,"ITACOATIARA, AMAZONAS",2,2018,5,MAIO
158,09-MAY-2018,BELL 206B JETRANGER III,PT-HKY,MAPA EMPREENDIMENTOS E PARTICIPAÇÕES LTDA,"BARRA DA TIJUCA, RIO DE JANEIRO, RIO DE JANEIRO",1,2018,5,MAIO
159,08-MAY-2018,AIRBUS A321-231,PT-MXM,LATAM BRASIL,"BRASÍLIA-PRESIDENTE JUSCELINO KUBITSCHEK INTERNATIONAL AIRPORT, DISTRI",0,2018,5,MAIO
160,06-MAY-2018,ROBINSON R22 BETA II,PR-ACF,FRISONFLY ESCOLA DE AVIAÇÃO CIVIL LTDA,"QUARTO CENTENÁRIO, PARANÁ",0,2018,5,MAIO
161,05-MAY-2018,ROBINSON R44 RAVEN II,PR-VIA,ALTER AVIATION SAE LTDA,"VINHEDO, SÃO PAULO",0,2018,5,MAIO
162, 05-MAY-2018,EMBRAER KC-390,PT-ZNF,EMBRAER,"GAVIÃO PEIXOTO-EMBRAER UNIDADE AIRPORT, SP",0,2018,5,MAIO
163,01-MAY-2018,AIRBUS A330-202,EI-EJH,ALITALIA,OVER RIO DE JANEIRO,0,2018,5,MAIO
164,01-MAY-2018,PILATUS PC-12/47E,PR-WBV,WHEATON BRASIL VIDROS S.A.,"UBATUBA, SÃO PAULO",0,2018,5,MAIO
165,30-APR-2018,MURPHY REBEL,PU-GIP,MISSÃO SAL E LUZ DA AMAZÔNIA,"NOVA OLINDA DO NORTE, AMAZONAS",0,2018,4,ABRIL
166,29-APR-2018,ANJOFAR,PU-AJF,PRIVATE,"LONDRINA, PARANÁ",0,2018,4,ABRIL
167,28-APR-2018,SG AVIATION STORM 300B,PU-JYZ,PRIVATE,"PRIMAVERA DO LESTE, MATO GROSSO",2,2018,4,ABRIL
168,15-APR-2018,CESSNA 310Q,PT-IXC,FTA - FLY TAXI AÉREO LTDA.,"FARM IN PIRIGARA, BARÃO DE MELGAÇO - MATO GROSSO",0,2018,4,ABRIL
169,14-APR-2018,CESSNA 152,PR-TXH,AIR MÍDIA PUBLICIDADE AÉREA,"PARQUE IPANEMA, IPATINGA , MINAS GERAIS",0,2018,4,ABRIL
170,03-APR-2018,PIPER PA-25-235 PAWNEE,PT-OVJ,AVIAÇÃO AGRÍCOLA ANTÔNIO E CARMÉLIA LTDA,"NOVA PORTEIRINHA, MINAS GERAIS",0,2018,4,ABRIL
171,01-APR-2018,ROBINSON R44 RAVEN II,PP-WVR,I.S.REIS JÚNIOR COMÉRCIO IND.DE ÓTICA LTDA,"ROSÁRIO, MARANHÃO",4,2018,4,ABRIL
172,2018-03-30 00:00:00,ROBINSON R66,PR-JBL,AERO TAXI MARINETE LTDA,"NEAR AEROPORTO DE JACAREPAGUÁ, BARRA DA TIJUCA, RIO DE JANEIRO",0,2018,3,MARCO
173,2018-03-30 00:00:00,TECNAM P92-S ECHO,PU-FTF,,"NEAR AEROPORTO DE JACAREPAGUÁ, BARRA DA TIJUCA, RIO DE JANEIRO",0,2018,3,MARCO
174,2018-03-28 00:00:00,CESSNA A188B AGWAGON,PR-BSL,PARANAER PARANATINGA AERO AGRÍCOLA LTDA,"TAILÂNDIA, PARÁ",0,2018,3,MARCO
175,2018-03-25 00:00:00,ULTRALIGHT,PU-RBJ,PRIVATE,"BRAGANÇA PAULISTA, SÃO PAULO",1,2018,3,MARCO
176,2018-03-23 00:00:00,AERO BRAVO 700,PU-LHC,PRIVATE,"NOVA IGUAÇU, RIO DE JANEIRO",0,2018,3,MARCO
177,2018-03-22 00:00:00,CESSNA T210M TURBO CENTURION II,PR-COW,PRIVATE,"JARDIM DA LUZ CEMETERY, ARAÇATUBA, SÃO PAULO",0,2018,3,MARCO
178,2018-03-16 00:00:00,EMBRAER ERJ-190AR,PR-AZA,AZUL LINHAS AÉREAS BRASILEIRAS,"LAURO KURTZ AIRPORT (PFB/SBPF) , PASSO FUNDO , RIO GRANDE DO SUL",0,2018,3,MARCO
179,2018-03-14 00:00:00,CESSNA A152 AEROBAT,PR-EJO,EJ ESCOLA DE AERONÁUTICA LTDA,"MONTES CLAROS, MINAS GERAIS",0,2018,3,MARCO
180,2018-03-08 00:00:00,BELL 206B JETRANGER III,PR-HBB,AVALON TAXI AEREO LTDA,"JOINVILLE, SANTA CATARINA",3,2018,3,MARCO
181,2018-03-06 00:00:00,PIPER PA-34-200T SENECA II,PR-EBF,UNKNOWN (ILLEGAL FLIGHT),"NOVA FERNANDOPOLIS, MATO GROSSO",0,2018,3,MARCO
182,2018-03-04 00:00:00,FALCO AERONAVES QR-15 LARUS,PP-ZQR,PRIVATE,"OSORIO, RIO GRANDE DO SUL",1,2018,3,MARCO
183,28-FEB-2018,BEECHCRAFT V35B BONANZA,PT-IEL,PRIVATE,"BRASILÂNDIA, MATO GROSSO DO SUL",1,2018,2,FEVEREIRO
184,22-FEB-2018,EMBRAER EMB-720D,PT-VKR,FRETAV TURISMO E COMERCIO,"NEAR AEROCLUBE DO AMAZONAS, MANAUS, AMAZONAS",4,2018,2,FEVEREIRO
185,18-FEB-2018,HELIBRAS AS 350 B3,PR-EAN,SECRETARIA DE SEGURANÇA PÚBLICA DO ESTADO DO AMAZONA,"MANAUS , AMAZONAS",0,2018,2,FEVEREIRO
186,15-FEB-2018,NEIVA EMB-712,PT-NYM,CMM ESCOLA DE AVIAÇÃO CIVIL,"NEAR AEROPORTO DE CAMAPUÃ (SSBE), MATO GROSSO DO SUL",0,2018,2,FEVEREIRO
187,07-FEB-2018,BEECHCRAFT F35 BONANZA,PT-AVO,PRIVATE,"CREPURIZÃO, DISTRIC OF ITAITUBA, PARÁ",3,2018,2,FEVEREIRO
188,07-FEB-2018,EMBRAER EMB-202 IPANEMA,PT-URM,PRIVATE,"FARM IN PROMISSÃO, SÃO PAULO",1,2018,2,FEVEREIRO
189,01-FEB-2018,CESSNA A188B,PR-SUB,MORO SERVIÇOS AÉREOS ESPECIALIZADOS LTDA.,"MATA, RIO GRANDE DO SUL",0,2018,2,FEVEREIRO
190,2018-01-26 00:00:00,CESSNA T210M CENTURION,PR-HSP,PRIVATE,"BARREIRAS DO PIAUÍ, PIAUÍ",0,2018,1,JANEIRO
191,2018-01-24 00:00:00,ROBINSON R44 RAVEN,PR-RTV,EIS - ENTERTAINMENT INTERACTIVE SYSTEMS LTDA.,"REDE TV HELIPAD (SICG), OSASCO, SÃO PAULO",0,2018,1,JANEIRO
192,2018-01-23 00:00:00,ROBINSON R44,PP-HLI,HELISAE HELICÓPTEROS DO NORDESTE/REDE GLOBO TV,"PRAIA DE PINA, RECIFE, PERNAMBUCO",3,2018,1,JANEIRO
193,2018-01-18 00:00:00,NEIVA P-56B-1 PAULISTINHA,PP-HOJ,AEROCLUBE DE JUIZ DE FORA,"AEROPORTO FRANCISCO ÁLVARES DE ASSIS, JUIZ DE FORA, MINAS GERAIS",0,2018,1,JANEIRO
194,2018-01-15 00:00:00,ATR 72-600,PR-AQM,AZUL LINHAS AÉREAS,"AEROPORTO PEDRO OTACÍLIO FIGUEIREDO, VITÓRIA DA CONQUISTA",0,2018,1,JANEIRO
195,2018-01-15 00:00:00,MICROLEVE ML400T,PU-HCJ,FCP PARTICIPAÇÕES LTDA.,"CLUBE DE AVIAÇÃO CATULEVE, LAGOA DO CATU, AQUIRAZ",0,2018,1,JANEIRO
196,2018-01-14 00:00:00,CESSNA 152,PR-SKK,EJ ESCOLA DE AERONÁUTICA,"JUNDIAÍ, SÃO PAULO",0,2018,1,JANEIRO
197,30-DEC-2017,CESSNA A188B AGWAGON,PR-MLY,SCHEIS AERO AGRÍCOLA LTDA,"DOM PEDRITO, RIO GRANDE DO SUL",1,2017,12,DEZEMBRO
198,09-DEC-2017,PARADISE P1,PU-MMT,PRIVATE,"JUREMA , MATO GROSSO",3,2017,12,DEZEMBRO
199,09-DEC-2017,AIRBUS A321-231,PT-MXJ,LATAM AIRLINES BRASIL,"SÃO LUIZ, MARANHÃO",0,2017,12,DEZEMBRO
200,,,,,,0,1970,0,
201,09-DEC-2017,PARADISE P-1,PU-ANS,PRIVATE,"800 METERS FROM RESSACA FARM, BAEPENDI, MINAS GERAIS",1,2017,12,DEZEMBRO
202,08-DEC-2017,CESSNA 210R,PR-LOR,PRIVATE,"VILA NEREU , SÃO FÉLIX DO XINGU, PARÁ",0,2017,12,DEZEMBRO
203,06-DEC-2017,PIPER PA-31T CHEYENNE II,PT-OCL,HÉRCULES TÁXI AÉREO,"NAVEGANTES–MINISTRO VICTOR KONDER INT’L AIRPORT (NVT/SBNF), SANTA CATA",0,2017,12,DEZEMBRO
204,03-DEC-2017,CIRRUS SR22,PR-OTO,INFINITY SERVIÇOS LTDA,"FARM IN ELDORADO, MATO GROSSO DO SUL (SJFM)",0,2017,12,DEZEMBRO
205,03-DEC-2017,CESSNA 175 SKYLARK,PT-BBN,PRIVATE,"PEDRO MORGANTI AIRPORT (SDPW), PIRACICABA - SÃO PAULO",0,2017,12,DEZEMBRO
206,03-DEC-2017,BEECHCRAFT M35 BONANZA,PP-VIT,PRIVATE,"TELÊMACO BORBA, PARANÁ",0,2017,12,DEZEMBRO
207,2017-11-26 00:00:00,EMBRAER EMB-202A IPANEMA,PT-VUU,PRIVATE,"FARM IN RODA VELHA, SÃO DESIDÉRIO/BAHIA",0,2017,11,NOVEMBRO
208,2017-11-26 00:00:00,AIRBUS A320-214,PR-MHW,LATAM BRASIL,"HERCILIO LUZ INTERNATIONAL AIRPORT (FLN/SBFL), FLORIANÓPOLIS / SANTA",0,2017,11,NOVEMBRO
209,2017-11-23 00:00:00,CESSNA 210L CENTURION,PT-JMQ,PRIVATE,"COMUNIDADE DE BAIXÃO BONITO , ITAITUBA, PARÁ",0,2017,11,NOVEMBRO
210,2017-11-20 00:00:00,AIRBUS A320-214,PR-MHB,LATAM,AEROPORTO SANTA GENOVEVA GOIAINA,0,2017,11,NOVEMBRO
211,2017-11-18 00:00:00,CESSNA A185F SKYWAGON II,PR-ARV,PRIVATE,"REPRESA DE JURUMIRIM, ENTRE AVARÉ E ARANDU / SÃO PAULO",0,2017,11,NOVEMBRO
212,2017-11-14 00:00:00,PIPER PA-25-235 PAWNEE,PR-AAV,EJ ESCOLA DE AERONAUTICA CIVIL LTDA,"NEAR AT ITÁPOLIS AIRPORT, SÃO PAULO (SDIO)",1,2017,11,NOVEMBRO
213,2017-11-11 00:00:00,FLYER GT 582,PU-WRG,PRIVATE,"IGARASSU, PERNAMBUCO",1,2017,11,NOVEMBRO
214,2017-11-11 00:00:00,AIRBUS A321-211 (WL),PT-XPA,LATAM AIRLINES BRASIL,RIO BRANCO - AC,0,2017,11,NOVEMBRO
215,2017-11-10 00:00:00,QUEST KODIAK 100,N154KQ,MID-CONTINENT AVIATION SERVICES INC,"GOIÁS VELHO , GOIÁS",0,2017,11,NOVEMBRO
216,2017-11-07 00:00:00,ROBINSON R44,PR-JNY,PARQUE DAS FLORES EMPREENDIMENTOS IMOBILIARIOS LTDA,"BOA VISTA DA APARECIDA, PARANÁ",0,2017,11,NOVEMBRO
217,31-OCT-2017,EMBRAER EMB-500 PHENOM 100,PR-IVI,JOÃO FELICIOA HOSPITAL,"JUIZ DE FORA-FRANCISCO DE ASSIS AIRPORT, MG (JDF/SBJF)",0,2017,10,OUTUBRO
218,29-OCT-2017,TRIKE,,PRIVATE,"COMUNIDADE DE LINHA FRANCESA ALTA, BARÃO, RIO GRANDE DO SUL",2,2017,10,OUTUBRO
219,22-OCT-2017,CESSNA 210N CENTURION II,PT-ORU,OM DIST. DE TÍT. E VAL. MOBILIÁRIOS LTDA,"ITAITUBA, PARÁ",5,2017,10,OUTUBRO
220,20-OCT-2017,ROCKWELL COMMANDER 114,PR-LTL,PRIVATE,"PONTA PORÃ, MATO GROSSO DO SUL (SWGC)",0,2017,10,OUTUBRO
221, 17-OCT-2017,CESSNA 208 CARAVAN I,PR-MPE,GREENPEACE BRASIL,"RIO NEGRO, PARQUE NACIONAL DE ANAVILHANAS, AM",1,2017,10,OUTUBRO
222,15-OCT-2017,CESSNA 650 CITATION III,PP-NPC,TERRA NORTE EMPREENDIMENTOS RURAIS E COMERCIAIS S.A.,"MARINGÁ-SÍLVIO NANE JUNIOR AIRPORT, PR (MGF/SBMG)",0,2017,10,OUTUBRO
223,12-OCT-2017,EXTRA EA-330LC,PR-XLX,SIERRA BRAVO AVIATION LTDA,"CAMPINAS, SÃO PAULO (SDAM)",0,2017,10,OUTUBRO
224,12-OCT-2017,EMBRAER KC-390,PT-ZNF,EMBRAER,"NEAR ITÁPOLIS, SP",0,2017,10,OUTUBRO
225,11-OCT-2017,CESSNA U206G STATIONAIR 6,PT-LSC,UNKNOWN (ILLEGAL FLIGHT),"GARIMPO DO O CREPORIZÃO, ITAITUBA, PARÁ",1,2017,10,OUTUBRO
226,09-OCT-2017,BEECHCRAFT E33A BONANZA,PT-DDB,,"SÃO JOSÉ DO RIO PRETO, SÃO PAULO",3,2017,10,OUTUBRO
227,06-OCT-2017,TUSCO NAVION E,PT-AXI,PRIVATE,HIGHWAY BR-154 AT 150 METERS FROM TRACK OF ITUITABA AIRPORT . MINAS G,0,2017,10,OUTUBRO
228, 02-OCT-2017,CESSNA 208B GRAND CARAVAN,PT-WRZ,PRIVATE,"PARÁ DE MINAS AIRPORT, MG",0,2017,10,OUTUBRO
229,15-SEP-2017,CESSNA U206F STATIONAIR,PT-JPW,UNKNOWN (ILLEGAL FLIGHT),"RIO BRANCO, CARACARAÍ, RORAIMA",1,2017,9,SETEMBRO
230,08-SEP-2017,NEIVA/EMBRAER EMB-711C CORISCO,PT-NRR,STILUS TÁXI AÉREO LTDA,"ILHA DE MARAJÓ, PARÁ",0,2017,9,SETEMBRO
231,07-SEP-2017,CESSNA T210L TURBO CENTURION,PT-KKK,PIQUIATUBA TÁXI AÉREO LTDA,"PRAIA DE PAJUÇARA, RIO TAPAJÓS - SANTAREM , PARÁ",0,2017,9,SETEMBRO
232,02-SEP-2017,DYNALI H2S,PR-ZKA,PRIVATE,"SÃO FRANCISCO DE SALES, MINAS GERAIS",1,2017,9,SETEMBRO
233,02-SEP-2017,TEKNAVIA MARK-4,PU-MSO,PRIVATE,GETULIO VARGAS. RIO GRANDE DO SUL,0,2017,9,SETEMBRO
234,31-AUG-2017,CESSNA 150M,PT-KOL,AEROCLUBE DE MONTES CLAROS,"BR-251 - MONTES CLAROS, MINAS GERAIS",0,2017,8,AGOSTO
235,28-AUG-2017,PIPER SENECA,,PRIVATE,AEROPORTO DE SERRA TALHADA-PE,0,2017,8,AGOSTO
236,20-AUG-2017,FOX 100,PU-GAP,PRIVATE,"PALMAS, TOCANTINS",1,2017,8,AGOSTO
237,12-AUG-2017,INPAER EXCEL CARGO,PU-MON,PRIVATE,"AEROCLUBE DE LUZIÂNIA, GOIÁS (SWUZ)",1,2017,8,AGOSTO
238,08-AUG-2017,CESSNA 210L CENTURION,PR-HAC,POLICIA MILITAR DE MINAS GERAIS,"AERÓDROMO KEMIL KUMAIRA, TEOFILO OTONI, MINAS GERAIS",0,2017,8,AGOSTO
239,2017-07-27 00:00:00,CESSNA 182P SKYLANE,PT-IYB,PRIVATE,"COTIA, SAO PAULO (SDNI)",0,2017,7,JULHO
240,2017-07-24 00:00:00,RAND ROBINSON KR-2S,PP-XCE,PRIVATE,"PARÁ DE MINAS, MINAS GERAIS (SNPA)",0,2017,7,JULHO
241,2017-07-21 00:00:00,EMBRAER EMB-810C SÊNECA II,PT-LKX,PRIVATE,"FRANCISCO BELTRÃO, PARANÁ",0,2017,7,JULHO
242,2017-07-20 00:00:00,CIRRUS SR20,PR-PRF,PRIVATE,"FARM AT POCONÉ, MATO GROSSO",2,2017,7,JULHO
243,2017-07-19 00:00:00,AIRBUS A319-115,PR-AVC,AVIANCA BRASIL,"RIO DE JANEIRO/GALEÃO-ANTONIO CARLOS JOBIM INT. AIRPORT, RJ (GIG/SBGL)",0,2017,7,JULHO
244,2017-07-03 00:00:00,CESSNA 210M CENTURION,PR-MFR,PARAMAZÔNIA TÁXI AÉREO,"CANTÁ, RORAIMA",4,2017,7,JULHO
245,2017-06-25 00:00:00,PIPER PA-23-250 AZTEC,PT-IIJ,UNKNOWN (ILLEGAL FLIGHT),"JUSSARA, GOIÁS",0,2017,6,JUNHO
246,2017-06-24 00:00:00,EMBRAER VC-97 BRASÍLIA (EMB-120RT),,FORÇA AÉREA BRASILEIRA (FAB),"BASE AÉREA DE SANTA CRUZ, RIO DE JANEIRO - SBSC",0,2017,6,JUNHO
247,2017-06-16 00:00:00,LEARJET 45,N440JJ,DELAWARE TRUST COMPANY,MANAUS-AMAZONAS-BRAZIL,0,2017,6,JUNHO
248,2017-06-14 00:00:00,CESSNA U206F,PT-KGC,PARAMAZÔNIA TÁXI AÉREO,"CARACARAÍ, RORAIMA",1,2017,6,JUNHO
249,2017-06-02 00:00:00,PIPER PA-28-235 CHEROKEE PATHFINDER,PT-KEI,PRIVATE,"BOCA DO ACRE , AMAZONAS",0,2017,6,JUNHO
250,28-MAY-2017,PIPER PA-34-220T SENECA V,PT-WPD,PRIVATE,"COXIM, MATO GROSSO DO SUL",2,2017,5,MAIO
251,26-MAY-2017,CESSNA 560XL CITATION EXCEL,PP-JGV,GABINETE MILITAR DO GOVERNO,MANAUS-AMAZONAS-BRAZIL,0,2017,5,MAIO
252,21-MAY-2017,PIPER PA-28-140 CHEROKEE,PT-CGM,PRIVATE,"PARAUAPEBAS, PARÁ",0,2017,5,MAIO
253,10-MAY-2017,EMBRAER EMB 721 D SERTANEJO,PT-RKE,STILUS TAXI AÉREO LTDA.,"GOIANESIA DO PARÁ AIRPORT SWGO (ICAO), PARÁ",0,2017,5,MAIO
254,09-MAY-2017,ATR 72-600 (72-212A),PR-AQV,AZUL LINHAS AÉREAS,"EN ROUTE TO UBERLÂNDIA, MINAS GERAIS",0,2017,5,MAIO
255,09-MAY-2017,BOEING 767-330ER,D-ABUC,CONDOR,RECIFE AIRPORT (REC/SBRF),0,2017,5,MAIO
256,05-MAY-2017,EMBRAER ERJ-195AR (ERJ-190-200 IGW),PR-AXN,AZUL LINHAS AÉREAS BRASILEIRAS,"PASSO FUNDO AIRPORT, RS (PFB)",0,2017,5,MAIO
257,04-MAY-2017,EMBRAER ERJ-195AR (ERJ-190-200 IGW),PR-AYY,AZUL LINHAS AÉREAS BRASILEIRAS,"SÃO PAULO/CAMPINAS-VIRACOPOS INTERNATIONAL AIRPORT, SP (VCP/SBKP)",0,2017,5,MAIO
258,04-MAY-2017,CESSNA A188B AGTRUCK,PR-ERL,PRIVATE,"FARM IN ITABERÁ , SÃO PAULO",0,2017,5,MAIO
259,29-APR-2017,AIRBUS A320-214,PR-MHG,LATAM BRASIL,"SÃO PAULO-CONGONHAS AIRPORT, SP (CGH/SBSP)",0,2017,4,ABRIL
260,28-APR-2017,PIPER PA-30 TWIN COMANCHE,PT-CHT,AEROCLUBE DE CAMPINAS,"ITAPIRA, SAÕ PAULO",2,2017,4,ABRIL
261,23-APR-2017,EMBRAER EMB-810C SENECA II,PT-ENY,UNKNOWN (ILLEGAL FLIGHT),"TANGARA DE SERRA, MATO GROSSO",0,2017,4,ABRIL
262,21-APR-2017,CESSNA T206H TURBO STATIONAIR,PR-SSJ,ASSOCIACAO SUICO BRASILEIRA BATISTA DE APOIO NA AMAZ,"ITAITUBA , PÁRA",0,2017,4,ABRIL
263,15-APR-2017,SIKORSKY S-92A,PR-CHR,BHS – BRAZILIAN HELICOPTER SERVICES TÁXI AÉREO S/A,"OIL RIG SS86 , CAMPO DE BUZIOS , BACIA DE SANTOS",0,2017,4,ABRIL
264,14-APR-2017,CESSNA 172N SKYHAWK,PR-LPW,PRIVATE,"CASSILÂNDIA, MS (SSCL)",2,2017,4,ABRIL
265,13-APR-2017,AIR TRACTOR AT-401B,PT-XTU,APC SERVICO AÉREO ESPECIALIZADO,"BANDEIRANTES, PARANÁ",0,2017,4,ABRIL
266,12-APR-2017,AÉROSPATIALE/HELIBRAS AS 350B2 ESQUILO,PT-YZM,HELI-RIO TAXI AEREO,"OFF PRAIA DE ITACOATIARA, NITEROI, RJ",1,2017,4,ABRIL
267,01-APR-2017,MICROLEVE CORSÁRIO MK-III,PU-CST,PRIVATE,"ARAGARÇAS, GO (SJVO)",2,2017,4,ABRIL
268,2017-03-31 00:00:00,PIPER PA-42-720 CHEYENNE III,PP-EPB,ITAPARA SPORT FISHING LTDA-ME,"1 KM FROM SOROCABA AIRPORT, SÃO PAULO",2,2017,3,MARCO
269,2017-03-21 00:00:00,ATR 72-500 (72-212A),PP-PTQ,PASSAREDO TRANSPORTES AEREOS,"SÃO PAULO-GUARULHOS INTERNATIONAL AIRPORT, SP (GRU/SBGR)",0,2017,3,MARCO
270,2017-03-20 00:00:00,ATR-42-500,PR-TTH,TOTAL LINHAS AEREAS,"PORTO URUCU AIRPORT, AM (SBUY)",0,2017,3,MARCO
271,2017-03-17 00:00:00,BELL 206B JETRANGER,PT-YHH,ICARAÍ TURISMO E TÁXI AÉREO,"ARAUCÁRIA , PARANÁ",0,2017,3,MARCO
272,2017-03-07 00:00:00,CESSNA 188 AGTRUCK,PT-WFV,CENTROAR AGRO-AEREO LTDS,"BARRO ALTO, GOIÁS",0,2017,3,MARCO
273,2017-03-01 00:00:00,SIKORSKY S-76C++,PR-MEY,OMNI TAXI AEREO,"OFFSHORE INSTALLATION P-37, MARLIM FIELD, CAMPOS BASIN",0,2017,3,MARCO
274,23-FEB-2017,PIPER PA-25-235 PAWNEE,PT-WBO,SERAGRI SERVIÇOS AERO AGRÍCOLAS,"MONTE CRISTA , GARUVA, SANTA CATARINA",1,2017,2,FEVEREIRO
275,22-FEB-2017,AIRBUS A320-232,PT-MZY,LATAM AIRLINES BRASIL,SÃO PAULO–CONGONHAS AIRPORT (CGH),0,2017,2,FEVEREIRO
276,21-FEB-2017,EMBRAER ERJ-195AR (ERJ-190-200 IGW),PR-AUO,AZUL LINHAS AÉREAS,"EN ROUTE TO VITÓRIA, ESPIRITO SANTO",0,2017,2,FEVEREIRO
277,18-FEB-2017,QUAD CITY CHALLENGER II,PU-CFB,PRIVATE,"LAPA, PARANA",0,2017,2,FEVEREIRO
278,17-FEB-2017,EMBRAER EMB-202A IPANEMA,PT-VVG,AEROSARA AVIAÇÃO AGRÍCOLA LTDA,"BOCA DO ACRE, AMAZONAS",1,2017,2,FEVEREIRO
279,15-FEB-2017,BOEING 767-316ER,PT-MOE,LATAM BRASIL,"SÃO PAULO-GUARULHOS INTERNATIONAL AIRPORT, SP (GRU/SBGR)",0,2017,2,FEVEREIRO
280,14-FEB-2017,AIRBUS A320-214,PR-MHP,LATAM BRASIL,"BRASÍLIA-PRESIDENTE JUSCELINO KUBITSCHEK INTERNATIONAL AIRPORT, DF (BS",0,2017,2,FEVEREIRO
281,11-FEB-2017,RANS S-6ES SUPER COYOTE II,PU-TFM,PRIVATE,"BOTUCATU, SP (SDBK)",2,2017,2,FEVEREIRO
282,09-FEB-2017,ULTRALIGHT,,PRIVATE,"SANTARÉM, PARÁ",1,2017,2,FEVEREIRO
283, 09-FEB-2017,BAE-125-800B,PT-OTC,LÍDER TÁXI AÉREO,"SÃO PAULO-GUARULHOS INTERNATIONAL AIRPORT, SP (GRU)",0,2017,2,FEVEREIRO
284,2017-01-28 00:00:00,VAN'S RV-10,PT-ZGI,JAMAICA EMBALAGEM LTDA,"SOCORRO, SÁO PAULO",0,2017,1,JANEIRO
285,2017-01-28 00:00:00,BOEING 737-8EH (WL),PR-GXH,GOL TRANSPORTES AÉREOS,"GOIÂNIA-SANTA GENOVEVA AIRPORT, GO (GYN/SBGO)",0,2017,1,JANEIRO
286,2017-01-28 00:00:00,EMBRAER ERJ-190,,,"NEAR SALVADOR, BA",0,2017,1,JANEIRO
287,2017-01-23 00:00:00,BOEING 737-8EH (WL),PR-GTP,GOL TRANSPORTES AÉREOS,"NEAR RIO DE JANEIRO-SANTOS DUMONT AIRPORT, RJ (SDU/SBRJ)",0,2017,1,JANEIRO
288,2017-01-22 00:00:00,ROBINSON R44,PP-MAM,WSFLY,"RIO TURVO, MINAS GERAIS",0,2017,1,JANEIRO
289,2017-01-19 00:00:00,BEECHCRAFT C90GT KING AIR,PR-SOM,EMILIANO EMPREENDIMENTOS E PARTICIPAÇÕES HOTELEIRAS,"MAR DE PARATY, RIO DE JANEIRO",5,2017,1,JANEIRO
290,2017-01-17 00:00:00,EMBRAER EMB-202 IPANEMA,,PRIVATE,"MONTE DO CARMO, TOCANTINS",0,2017,1,JANEIRO
291,2017-01-15 00:00:00,BOEING 767-316ER (WL),PT-MSY,LATAM BRASIL,"NEAR SÃO PAULO-GUARULHOS INTERNATIONAL AIRPORT, SP (GRU/SBGR)",0,2017,1,JANEIRO
292,2017-01-15 00:00:00,ULTRALIGHT,,PRIVATE,"MOGI MIRIM, SP",0,2017,1,JANEIRO
293,2017-01-14 00:00:00,EMBRAER EMB-201A IPANEMA,PT-UCQ,ONESKO AVIAÇÃO AGRÍCOLA LTDA,"QUERÊNCIA DO NORTE, PR",0,2017,1,JANEIRO
294,2017-01-14 00:00:00,EMBRAER EMB-200A IPANEMA,PT-GBZ,ER AGROPECUÁRIA LTDA,"SANTANA DO ARAGUAIA, PA",1,2017,1,JANEIRO
295,2017-01-13 00:00:00,ROBINSON R44,PT-YPW,PRIVATE,"BURITAMA, SP",0,2017,1,JANEIRO
296,2017-01-11 00:00:00,AIRBUS A320-214 (WL),PR-OCI,AVIANCA BRASIL,"CHAPECÓ AIRPORT, SC (XAP/SBCH)",0,2017,1,JANEIRO
297,2017-01-05 00:00:00,CESSNA 172S SKYHAWK,PR-GRS,GOLDDENCOR CORRETORA DE SEGUROS LTDA,"TANGARÁ DA SERRA (TGO), MT",2,2017,1,JANEIRO
298,2017-01-05 00:00:00,EMBRAER EMB-202 IPANEMA,PT-ULF,AEROÍMPAR AVIAÇÃO AGRÍCOLA LTDA,"GUARAPUAVA, PR",0,2017,1,JANEIRO
299,2017-01-04 00:00:00,CESSNA A188B AG TRUCK,PR-RUY,AEROTEX AVIAÇÃO AGRÍCOLA LTDA,"MONTIVIDIU, GO",0,2017,1,JANEIRO
300,23-DEC-2016,BEECHCRAFT 58 BARON,PT-ICU,PARINTINS TÁXI AÉREO,"TABATINGA, AMAZONAS",3,2016,12,DEZEMBRO
301,15-DEC-2016,EMBRAER EMB-201 IPANEMA,PT-GNM,AERO AGRÍCOLA RIO VERDE LTDA,"SANTA HELENA DE GOIÁS, GOIAS",1,2016,12,DEZEMBRO
302,10-DEC-2016,TRIKE,,PRIVATE,"NOVO HORIZONTE, SAO PAULO",1,2016,12,DEZEMBRO
303,07-DEC-2016,EMBRAER EMB-721D SERTANEJO,PT-REI,PRIVATE,"MANAUS, AMAZONAS",6,2016,12,DEZEMBRO
304,05-DEC-2016,AERO BRAVO 700,PU-AEP,PRIVATE,"CRUZ MACHADO, PARANÁ",1,2016,12,DEZEMBRO
